id_entrega,id_estudiante,fecha_subida,materia,tipo_proyecto,puntaje_obtenido,estado_entrega,campus_entrega,nombre_completo,fecha_nacimiento,carrera,campus_origen,tipo_beca,estado_academico,estudiante_identificado,puntaje_pendiente,anio_entrega,mes_entrega,aprobado,fecha_procesamiento
PRJ-1130,E043,2026-10-10,Desarrollo de Software,Testing,99.0,Aprobado,Matriz,Héctor Ruiz,2001-06-15,Ciencias de Datos,Matriz,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-1131,E045,2026-10-11,Sistemas de Bases de Datos,Normalización,91.0,Aprobado,Matriz,Óscar Benavides,1997-11-11,Ciencias de Datos,Matriz,Parcial,Egresado,True,False,2026,10,True,2026-08-18
PRJ-1132,E046,2026-10-11,DataOps,Deploy,90.0,Aprobado,Matriz,Teresa Moya,2000-12-20,Ingeniería de Software,Matriz,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-1133,E048,2026-10-12,Desarrollo de Software,Prototipo,94.0,Aprobado,Matriz,Silvia Carrera,1998-03-15,Ingeniería de Software,Matriz,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-1134,E050,2026-10-12,Sistemas de Bases de Datos,Modelado ER,92.0,Aprobado,Matriz,Natalia Guevara,1999-07-19,Ingeniería de Software,Matriz,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-1135,E051,2026-10-13,DataOps,Pipeline,96.0,Aprobado,Matriz,Raúl Bermeo,2000-09-02,Ciencias de Datos,Matriz,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-1136,E053,2026-10-13,Desarrollo de Software,API REST,89.0,Aprobado,Matriz,Julio Navarrete,2001-12-10,Ciencias de Datos,Matriz,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-1137,E055,2026-10-14,Sistemas de Bases de Datos,Script SQL,98.0,Aprobado,Matriz,Marcos Solís,2002-04-12,Ciencias de Datos,Matriz,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-1138,E056,2026-10-14,DataOps,Deploy,86.0,Aprobado,Matriz,Rosa Terán,1999-06-25,Ingeniería de Software,Matriz,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-1139,E058,2026-10-15,Desarrollo de Software,Testing,100.0,Aprobado,Matriz,Inés Yánez,1997-10-15,Ingeniería de Software,Matriz,Completa,Egresado,True,False,2026,10,True,2026-08-18
PRJ-1140,E060,2026-10-15,Sistemas de Bases de Datos,Normalización,87.0,Aprobado,Matriz,Gloria Andrade,1998-01-05,Ingeniería de Software,Matriz,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-1141,E001,2026-10-16,DataOps,Pipeline,95.0,Aprobado,Matriz,Mateo Alvarado,1998-05-12,Ingeniería de Software,Matriz,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-1142,E002,2026-10-16,Desarrollo de Software,Prototipo,88.0,Aprobado,Matriz,Camila Sánchez,2000-02-20,Ingeniería de Software,Matriz,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-1143,E003,2026-10-17,Sistemas de Bases de Datos,Modelado ER,93.0,Aprobado,Matriz,Santiago Ríos,1999-03-10,Ciencias de Datos,Matriz,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-1144,E006,2026-10-17,DataOps,Deploy,99.0,Aprobado,Matriz,Martina Vega,2000-06-18,Ingeniería de Software,Matriz,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-1145,E007,2026-10-18,Desarrollo de Software,API REST,90.0,Aprobado,Matriz,Alejandro Mena,1999-07-22,Ingeniería de Software,Matriz,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-1146,E008,2026-10-18,Sistemas de Bases de Datos,Script SQL,96.0,Aprobado,Matriz,Luciana Herrera,1998-08-30,Ciencias de Datos,Matriz,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-1147,E011,2026-10-19,DataOps,Pipeline,91.0,Aprobado,Matriz,Joaquín Salazar,1999-10-15,Ciencias de Datos,Matriz,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-1148,E012,2026-10-19,Desarrollo de Software,Testing,72.0,Revisión,Matriz,Isabella Mora,2000-11-02,Ingeniería de Software,Matriz,Ninguna,Inactivo,True,False,2026,10,False,2026-08-18
PRJ-1149,E013,2026-10-20,Sistemas de Bases de Datos,Normalización,97.0,Aprobado,Matriz,Matías Jaramillo,1998-11-20,Ciencias de Datos,Matriz,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-1150,E016,2026-10-20,DataOps,Deploy,87.0,Aprobado,Matriz,Emilia Bustamante,2000-01-08,Ciencias de Datos,Matriz,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2001,E004,2026-08-01,Sistemas de Bases de Datos,Modelado ER,88.0,Aprobado,Extensión,Valentina Castro,2001-04-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2002,E005,2026-08-02,Desarrollo de Software,Prototipo,91.0,Aprobado,Extensión,Sebastián Ortiz,1997-05-12,Ciencias de Datos,Extensión,Ninguna,Egresado,True,False,2026,8,True,2026-08-18
PRJ-2003,E009,2026-08-03,DataOps,Pipeline,85.5,Aprobado,Extensión,Nicolás Cruz,2002-09-14,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2004,E010,2026-08-04,Sistemas de Bases de Datos,Script SQL,96.0,Aprobado,Extensión,Sofía Paredes,2001-10-01,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,8,True,2026-08-18
PRJ-2005,E014,2026-08-05,Desarrollo de Software,API REST,79.0,Aprobado,Extensión,Emma Villagómez,2001-12-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2006,E015,2026-08-05,DataOps,Pipeline,82.0,Aprobado,Extensión,Samuel Cárdenas,1999-12-18,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2007,E018,2026-08-06,Sistemas de Bases de Datos,Normalización,94.0,Aprobado,Extensión,Victoria Luna,2001-02-03,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,8,True,2026-08-18
PRJ-2008,E999,2026-08-07,Desarrollo de Software,Frontend,100.0,Aprobado,Extensión,,,,,,,False,False,2026,8,True,2026-08-18
PRJ-2009,E019,2026-08-08,Sistemas de Bases de Datos,Script SQL,88.0,Aprobado,Extensión,Benjamín Franco,1999-02-15,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2010,E022,2026-08-09,DataOps,Deploy,91.0,Aprobado,Extensión,Renata Silva,2002-04-05,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2011,E023,2026-08-10,Desarrollo de Software,Testing,85.0,Aprobado,Extensión,Emiliano Paz,1999-04-18,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2012,E026,2026-08-11,Sistemas de Bases de Datos,Modelado ER,97.0,Aprobado,Extensión,Paula Arévalo,1998-06-11,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,8,True,2026-08-18
PRJ-2013,E029,2026-08-12,Desarrollo de Software,API REST,83.0,Aprobado,Extensión,Felipe Montes,2000-09-05,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2014,E030,2026-08-12,Sistemas de Bases de Datos,Script SQL,74.0,Revisión,Extensión,Samantha Arias,1998-10-22,Ingeniería de Software,Extensión,Ninguna,Inactivo,True,False,2026,8,False,2026-08-18
PRJ-2015,E004,2026-08-13,DataOps,Pipeline,,Pendiente,Extensión,Valentina Castro,2001-04-05,Ingeniería de Software,Extensión,Parcial,Activo,True,True,2026,8,False,2026-08-18
PRJ-2016,E005,2026-08-14,Desarrollo de Software,Prototipo,92.0,Aprobado,Extensión,Sebastián Ortiz,1997-05-12,Ciencias de Datos,Extensión,Ninguna,Egresado,True,False,2026,8,True,2026-08-18
PRJ-2017,E009,2026-08-14,Sistemas de Bases de Datos,Normalización,86.0,Aprobado,Extensión,Nicolás Cruz,2002-09-14,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2018,E888,2026-08-15,DataOps,Deploy,60.0,Revisión,Extensión,,,,,,,False,False,2026,8,False,2026-08-18
PRJ-2019,E010,2026-08-15,Desarrollo de Software,Testing,98.0,Aprobado,Extensión,Sofía Paredes,2001-10-01,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,8,True,2026-08-18
PRJ-2020,E014,2026-08-16,Sistemas de Bases de Datos,Script SQL,80.0,Aprobado,Extensión,Emma Villagómez,2001-12-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2021,E015,2026-08-17,DataOps,Pipeline,84.0,Aprobado,Extensión,Samuel Cárdenas,1999-12-18,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2022,E018,2026-08-17,Desarrollo de Software,API REST,95.0,Aprobado,Extensión,Victoria Luna,2001-02-03,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,8,True,2026-08-18
PRJ-2023,E019,2026-08-18,DataOps,Deploy,89.0,Aprobado,Extensión,Benjamín Franco,1999-02-15,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2024,E022,2026-08-18,Desarrollo de Software,Testing,93.0,Aprobado,Extensión,Renata Silva,2002-04-05,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2025,E023,2026-08-19,Sistemas de Bases de Datos,Normalización,87.0,Aprobado,Extensión,Emiliano Paz,1999-04-18,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2026,E026,2026-08-19,DataOps,Pipeline,99.0,Aprobado,Extensión,Paula Arévalo,1998-06-11,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,8,True,2026-08-18
PRJ-2027,E029,2026-08-20,Desarrollo de Software,Prototipo,85.0,Aprobado,Extensión,Felipe Montes,2000-09-05,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2028,E030,2026-08-20,Sistemas de Bases de Datos,Modelado ER,76.0,Aprobado,Extensión,Samantha Arias,1998-10-22,Ingeniería de Software,Extensión,Ninguna,Inactivo,True,False,2026,8,True,2026-08-18
PRJ-2029,E004,2026-08-21,DataOps,Deploy,90.0,Aprobado,Extensión,Valentina Castro,2001-04-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2030,E005,2026-08-21,Desarrollo de Software,API REST,94.0,Aprobado,Extensión,Sebastián Ortiz,1997-05-12,Ciencias de Datos,Extensión,Ninguna,Egresado,True,False,2026,8,True,2026-08-18
PRJ-2031,E009,2026-08-22,Sistemas de Bases de Datos,Script SQL,88.0,Aprobado,Extensión,Nicolás Cruz,2002-09-14,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2032,E777,2026-08-22,DataOps,Pipeline,,Pendiente,Extensión,,,,,,,False,True,2026,8,False,2026-08-18
PRJ-2033,E010,2026-08-23,Desarrollo de Software,Testing,97.0,Aprobado,Extensión,Sofía Paredes,2001-10-01,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,8,True,2026-08-18
PRJ-2034,E014,2026-08-23,Sistemas de Bases de Datos,Normalización,82.0,Aprobado,Extensión,Emma Villagómez,2001-12-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2035,E015,2026-08-24,DataOps,Deploy,86.0,Aprobado,Extensión,Samuel Cárdenas,1999-12-18,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2036,E018,2026-08-24,Desarrollo de Software,Prototipo,96.0,Aprobado,Extensión,Victoria Luna,2001-02-03,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,8,True,2026-08-18
PRJ-2037,E019,2026-08-25,Sistemas de Bases de Datos,Modelado ER,90.0,Aprobado,Extensión,Benjamín Franco,1999-02-15,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2038,E022,2026-08-25,DataOps,Pipeline,92.0,Aprobado,Extensión,Renata Silva,2002-04-05,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2039,E023,2026-08-26,Desarrollo de Software,API REST,88.0,Aprobado,Extensión,Emiliano Paz,1999-04-18,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2040,E026,2026-08-26,Sistemas de Bases de Datos,Normalización,100.0,Aprobado,Extensión,Paula Arévalo,1998-06-11,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,8,True,2026-08-18
PRJ-2041,E029,2026-08-27,DataOps,Deploy,87.0,Aprobado,Extensión,Felipe Montes,2000-09-05,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2042,E030,2026-08-27,Desarrollo de Software,Testing,78.0,Revisión,Extensión,Samantha Arias,1998-10-22,Ingeniería de Software,Extensión,Ninguna,Inactivo,True,False,2026,8,False,2026-08-18
PRJ-2043,E004,2026-08-28,Sistemas de Bases de Datos,Modelado ER,91.0,Aprobado,Extensión,Valentina Castro,2001-04-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2044,E005,2026-08-28,DataOps,Deploy,95.0,Aprobado,Extensión,Sebastián Ortiz,1997-05-12,Ciencias de Datos,Extensión,Ninguna,Egresado,True,False,2026,8,True,2026-08-18
PRJ-2045,E009,2026-08-29,Desarrollo de Software,Testing,89.0,Aprobado,Extensión,Nicolás Cruz,2002-09-14,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2046,E010,2026-08-29,Sistemas de Bases de Datos,Script SQL,98.0,Aprobado,Extensión,Sofía Paredes,2001-10-01,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,8,True,2026-08-18
PRJ-2047,E014,2026-08-30,DataOps,Pipeline,84.0,Aprobado,Extensión,Emma Villagómez,2001-12-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2048,E015,2026-08-30,Desarrollo de Software,API REST,87.0,Aprobado,Extensión,Samuel Cárdenas,1999-12-18,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,8,True,2026-08-18
PRJ-2049,E018,2026-08-31,Sistemas de Bases de Datos,Modelado ER,97.0,Aprobado,Extensión,Victoria Luna,2001-02-03,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,8,True,2026-08-18
PRJ-2050,E019,2026-08-31,DataOps,Deploy,91.0,Aprobado,Extensión,Benjamín Franco,1999-02-15,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,8,True,2026-08-18
PRJ-2051,E022,2026-09-01,Desarrollo de Software,Prototipo,94.0,Aprobado,Extensión,Renata Silva,2002-04-05,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2052,E023,2026-09-01,Sistemas de Bases de Datos,Normalización,,Pendiente,Extensión,Emiliano Paz,1999-04-18,Ingeniería de Software,Extensión,Parcial,Activo,True,True,2026,9,False,2026-08-18
PRJ-2053,E026,2026-09-02,DataOps,Deploy,100.0,Aprobado,Extensión,Paula Arévalo,1998-06-11,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,9,True,2026-08-18
PRJ-2054,E029,2026-09-02,Desarrollo de Software,Testing,86.0,Aprobado,Extensión,Felipe Montes,2000-09-05,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2055,E030,2026-09-03,Sistemas de Bases de Datos,Script SQL,79.0,Revisión,Extensión,Samantha Arias,1998-10-22,Ingeniería de Software,Extensión,Ninguna,Inactivo,True,False,2026,9,False,2026-08-18
PRJ-2056,E032,2026-09-03,Desarrollo de Software,Testing,92.0,Aprobado,Extensión,Diana Rojas,1999-03-25,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2057,E034,2026-09-04,DataOps,Deploy,96.0,Aprobado,Extensión,Andrea Pazmino,2002-08-05,Ciencias de Datos,Extensión,Completa,Activo,True,False,2026,9,True,2026-08-18
PRJ-2058,E036,2026-09-04,Desarrollo de Software,Prototipo,90.0,Aprobado,Extensión,Elena Serrano,1998-12-12,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2059,E039,2026-09-05,Sistemas de Bases de Datos,Normalización,99.0,Aprobado,Extensión,Ricardo Vaca,1997-09-21,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,9,True,2026-08-18
PRJ-2060,E041,2026-09-05,Desarrollo de Software,Testing,85.0,Aprobado,Extensión,Andrés Palacios,2002-02-14,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2061,E044,2026-09-06,Sistemas de Bases de Datos,Modelado ER,88.0,Aprobado,Extensión,Mónica Salgado,1999-08-08,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2062,E047,2026-09-06,Desarrollo de Software,API REST,98.0,Aprobado,Extensión,Víctor Peña,2001-01-30,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2063,E049,2026-09-07,DataOps,Pipeline,93.0,Aprobado,Extensión,Eduardo Falconí,2002-05-05,Ciencias de Datos,Extensión,Completa,Activo,True,False,2026,9,True,2026-08-18
PRJ-2064,E052,2026-09-07,Desarrollo de Software,Testing,95.0,Aprobado,Extensión,Carmen Iglesias,1997-10-24,Ingeniería de Software,Extensión,Completa,Egresado,True,False,2026,9,True,2026-08-18
PRJ-2065,E054,2026-09-08,Sistemas de Bases de Datos,Script SQL,90.0,Aprobado,Extensión,Blanca Pinos,1998-02-28,Ingeniería de Software,Extensión,Parcial,Inactivo,True,False,2026,9,True,2026-08-18
PRJ-2066,E057,2026-09-08,DataOps,Deploy,89.0,Aprobado,Extensión,Hugo Valencia,2000-08-08,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2067,E059,2026-09-09,Desarrollo de Software,Prototipo,92.0,Aprobado,Extensión,Félix Zapata,2001-11-22,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2068,E004,2026-09-09,Sistemas de Bases de Datos,Normalización,87.0,Aprobado,Extensión,Valentina Castro,2001-04-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2069,E005,2026-09-10,DataOps,Pipeline,94.0,Aprobado,Extensión,Sebastián Ortiz,1997-05-12,Ciencias de Datos,Extensión,Ninguna,Egresado,True,False,2026,9,True,2026-08-18
PRJ-2070,E009,2026-09-10,Desarrollo de Software,API REST,86.0,Aprobado,Extensión,Nicolás Cruz,2002-09-14,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2071,E010,2026-09-11,Sistemas de Bases de Datos,Modelado ER,97.0,Aprobado,Extensión,Sofía Paredes,2001-10-01,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,9,True,2026-08-18
PRJ-2072,E014,2026-09-11,DataOps,Deploy,88.0,Aprobado,Extensión,Emma Villagómez,2001-12-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2073,E015,2026-09-12,Desarrollo de Software,Testing,85.0,Aprobado,Extensión,Samuel Cárdenas,1999-12-18,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2074,E018,2026-09-12,Sistemas de Bases de Datos,Script SQL,95.0,Aprobado,Extensión,Victoria Luna,2001-02-03,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,9,True,2026-08-18
PRJ-2075,E019,2026-09-13,DataOps,Pipeline,91.0,Aprobado,Extensión,Benjamín Franco,1999-02-15,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2076,E022,2026-09-13,Desarrollo de Software,Prototipo,93.0,Aprobado,Extensión,Renata Silva,2002-04-05,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2077,E023,2026-09-14,Sistemas de Bases de Datos,Normalización,89.0,Aprobado,Extensión,Emiliano Paz,1999-04-18,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2078,E026,2026-09-14,DataOps,Deploy,99.0,Aprobado,Extensión,Paula Arévalo,1998-06-11,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,9,True,2026-08-18
PRJ-2079,E029,2026-09-15,Desarrollo de Software,API REST,84.0,Aprobado,Extensión,Felipe Montes,2000-09-05,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2080,E030,2026-09-15,Sistemas de Bases de Datos,Modelado ER,75.0,Revisión,Extensión,Samantha Arias,1998-10-22,Ingeniería de Software,Extensión,Ninguna,Inactivo,True,False,2026,9,False,2026-08-18
PRJ-2081,E666,2026-09-16,DataOps,Pipeline,92.0,Aprobado,Extensión,,,,,,,False,False,2026,9,True,2026-08-18
PRJ-2082,E032,2026-09-16,Desarrollo de Software,Testing,88.0,Aprobado,Extensión,Diana Rojas,1999-03-25,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2083,E034,2026-09-17,Sistemas de Bases de Datos,Script SQL,96.0,Aprobado,Extensión,Andrea Pazmino,2002-08-05,Ciencias de Datos,Extensión,Completa,Activo,True,False,2026,9,True,2026-08-18
PRJ-2084,E036,2026-09-17,DataOps,Deploy,90.0,Aprobado,Extensión,Elena Serrano,1998-12-12,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2085,E039,2026-09-18,Desarrollo de Software,Prototipo,98.0,Aprobado,Extensión,Ricardo Vaca,1997-09-21,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,9,True,2026-08-18
PRJ-2086,E041,2026-09-18,Sistemas de Bases de Datos,Normalización,86.0,Aprobado,Extensión,Andrés Palacios,2002-02-14,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2087,E044,2026-09-19,DataOps,Pipeline,89.0,Aprobado,Extensión,Mónica Salgado,1999-08-08,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2088,E047,2026-09-19,Desarrollo de Software,API REST,97.0,Aprobado,Extensión,Víctor Peña,2001-01-30,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2089,E049,2026-09-20,Sistemas de Bases de Datos,Modelado ER,94.0,Aprobado,Extensión,Eduardo Falconí,2002-05-05,Ciencias de Datos,Extensión,Completa,Activo,True,False,2026,9,True,2026-08-18
PRJ-2090,E052,2026-09-20,DataOps,Deploy,95.0,Aprobado,Extensión,Carmen Iglesias,1997-10-24,Ingeniería de Software,Extensión,Completa,Egresado,True,False,2026,9,True,2026-08-18
PRJ-2091,E054,2026-09-21,Desarrollo de Software,Testing,91.0,Aprobado,Extensión,Blanca Pinos,1998-02-28,Ingeniería de Software,Extensión,Parcial,Inactivo,True,False,2026,9,True,2026-08-18
PRJ-2092,E057,2026-09-21,Sistemas de Bases de Datos,Script SQL,88.0,Aprobado,Extensión,Hugo Valencia,2000-08-08,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2093,E059,2026-09-22,DataOps,Pipeline,93.0,Aprobado,Extensión,Félix Zapata,2001-11-22,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2094,E004,2026-09-22,Desarrollo de Software,Prototipo,90.0,Aprobado,Extensión,Valentina Castro,2001-04-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2095,E005,2026-09-23,Sistemas de Bases de Datos,Normalización,95.0,Aprobado,Extensión,Sebastián Ortiz,1997-05-12,Ciencias de Datos,Extensión,Ninguna,Egresado,True,False,2026,9,True,2026-08-18
PRJ-2096,E009,2026-09-23,DataOps,Deploy,87.0,Aprobado,Extensión,Nicolás Cruz,2002-09-14,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2097,E010,2026-09-24,Desarrollo de Software,API REST,98.0,Aprobado,Extensión,Sofía Paredes,2001-10-01,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,9,True,2026-08-18
PRJ-2098,E014,2026-09-24,Sistemas de Bases de Datos,Modelado ER,83.0,Aprobado,Extensión,Emma Villagómez,2001-12-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2099,E015,2026-09-25,DataOps,Pipeline,86.0,Aprobado,Extensión,Samuel Cárdenas,1999-12-18,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2100,E018,2026-09-25,Desarrollo de Software,Testing,96.0,Aprobado,Extensión,Victoria Luna,2001-02-03,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,9,True,2026-08-18
PRJ-2101,E019,2026-09-26,Sistemas de Bases de Datos,Script SQL,92.0,Aprobado,Extensión,Benjamín Franco,1999-02-15,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2102,E022,2026-09-26,DataOps,Deploy,94.0,Aprobado,Extensión,Renata Silva,2002-04-05,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2103,E023,2026-09-27,Desarrollo de Software,Prototipo,89.0,Aprobado,Extensión,Emiliano Paz,1999-04-18,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2104,E026,2026-09-27,Sistemas de Bases de Datos,Normalización,100.0,Aprobado,Extensión,Paula Arévalo,1998-06-11,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,9,True,2026-08-18
PRJ-2105,E029,2026-09-28,DataOps,Pipeline,85.0,Aprobado,Extensión,Felipe Montes,2000-09-05,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2106,E030,2026-09-28,Desarrollo de Software,API REST,77.0,Revisión,Extensión,Samantha Arias,1998-10-22,Ingeniería de Software,Extensión,Ninguna,Inactivo,True,False,2026,9,False,2026-08-18
PRJ-2107,E032,2026-09-29,Sistemas de Bases de Datos,Modelado ER,93.0,Aprobado,Extensión,Diana Rojas,1999-03-25,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,9,True,2026-08-18
PRJ-2108,E034,2026-09-29,DataOps,Deploy,97.0,Aprobado,Extensión,Andrea Pazmino,2002-08-05,Ciencias de Datos,Extensión,Completa,Activo,True,False,2026,9,True,2026-08-18
PRJ-2109,E036,2026-09-30,Desarrollo de Software,Testing,89.0,Aprobado,Extensión,Elena Serrano,1998-12-12,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,9,True,2026-08-18
PRJ-2110,E039,2026-09-30,Sistemas de Bases de Datos,Script SQL,98.0,Aprobado,Extensión,Ricardo Vaca,1997-09-21,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,9,True,2026-08-18
